GAPLENGHT, PREAMBLELENGHT, PAYLOADLENGHT, DATARATE, speed, totalPackets, totalBits, Count, correctCount, correctPercentage, Starttime, Endtime, Duration, Missedframes, correctDataSpeed, correctPayloadSpeed, usefullPayloadSpeed, distance
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    270,    267,    98%,    1641518898.9976509,    1641519199.718218,    300.72056818008423,    269,    284,    213,    213,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    435,    430,    98%,    1641519199.7184541,    1641519649.889378,    450.1709249019623,    433,    305,    229,    229,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    574,    568,    98%,    1641519649.889653,    1641520250.196065,    600.3064131736755,    572,    302,    227,    227,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    1190,    1178,    98%,    1641520250.1963148,    1641521450.296802,    1200.1004893779755,    1186,    314,    235,    235,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    2,    0,    0%,    1641521450.297109,    1641521481.02272,    30.7256121635437,    1,    0,    0,    0,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    2,    0,    0%,    1641521481.023024,    1641521541.517447,    60.49442481994629,    1,    0,    0,    0,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    91,    89,    97%,    1641521541.517663,    1641521631.948521,    90.4308590888977,    90,    314,    236,    236,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    108,    107,    99%,    1641521631.94876,    1641521751.975348,    120.02658987045288,    107,    285,    213,    213,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    140,    138,    98%,    1641521751.975573,    1641521902.736958,    150.76138591766357,    139,    292,    219,    219,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    165,    164,    99%,    1641521902.739037,    1641522083.086286,    180.34725093841553,    164,    290,    218,    218,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    256,    252,    98%,    1641522083.086537,    1641522383.806955,    300.7204191684723,    255,    268,    201,    201,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    455,    453,    99%,    1641522383.807188,    1641522834.146435,    450.3392491340637,    453,    321,    241,    241,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    600,    597,    99%,    1641522834.1466649,    1641523440.112569,    605.9659059047699,    598,    315,    236,    236,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    1157,    1144,    98%,    1641523440.112824,    1641524640.3202639,    1200.2074420452118,    1153,    305,    228,    228,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    32,    31,    96%,    1641524640.320553,    1641524671.046582,    30.726029872894287,    31,    322,    242,    242,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    45,    43,    95%,    1641524671.0467808,    1641524731.549515,    60.50273633003235,    44,    227,    170,    170,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    93,    91,    97%,    1641524731.549736,    1641524821.8123012,    90.26256704330444,    92,    322,    241,    241,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    118,    118,    100%,    1641524821.8125288,    1641524941.83916,    120.02663326263428,    117,    314,    235,    235,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    157,    156,    99%,    1641524941.839376,    1641525092.592562,    150.75318694114685,    156,    331,    248,    248,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    121,    115,    95%,    1641525092.5928588,    1641525275.4692612,    182.8764033317566,    120,    201,    150,    150,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    242,    237,    97%,    1641525275.469506,    1641525576.931034,    301.4615287780762,    241,    251,    188,    188,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    411,    406,    98%,    1641525576.933095,    1641526027.851872,    450.91877794265747,    409,    288,    216,    216,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    555,    547,    98%,    1641526027.852109,    1641526631.828167,    603.9760599136353,    553,    289,    217,    216,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    1218,    1203,    98%,    1641526631.828403,    1641527832.101045,    1200.2726430892944,    1214,    320,    240,    239,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    32,    32,    100%,    1641527832.1013062,    1641527862.827126,    30.725820779800415,    31,    333,    249,    249,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    47,    45,    95%,    1641527862.8273568,    1641527923.3218088,    60.49445414543152,    46,    238,    178,    178,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    93,    91,    97%,    1641527923.322096,    1641528013.580595,    90.25850081443787,    92,    322,    241,    241,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    89,    87,    97%,    1641528013.580808,    1641528135.192199,    121.6113920211792,    88,    228,    171,    171,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    112,    108,    96%,    1641528135.19242,    1641528285.945636,    150.7532172203064,    111,    229,    171,    171,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    167,    165,    98%,    1641528285.945865,    1641528466.8073301,    180.86146712303162,    166,    291,    218,    218,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    275,    270,    98%,    1641528466.810905,    1641528767.355816,    300.5449118614197,    274,    287,    215,    215,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    419,    414,    98%,    1641528767.3560882,    1641529217.3772511,    450.0211639404297,    417,    294,    220,    220,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    505,    495,    98%,    1641529217.379265,    1641529817.847979,    600.4687149524689,    503,    263,    197,    197,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    1184,    1172,    98%,    1641529817.8482182,    1641531023.0618398,    1205.2136237621307,    1180,    311,    233,    233,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    19,    18,    94%,    1641531023.062109,    1641531053.6451561,    30.583048820495605,    18,    188,    141,    141,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    63,    62,    98%,    1641531053.645383,    1641531114.139786,    60.49440407752991,    62,    327,    245,    245,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    93,    91,    97%,    1641531114.139999,    1641531204.398496,    90.2584981918335,    92,    322,    241,    241,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    108,    107,    99%,    1641531204.39872,    1641531324.425371,    120.02665281295776,    107,    285,    213,    213,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    155,    152,    98%,    1641531324.430964,    1641531475.1829371,    150.7519748210907,    154,    322,    241,    241,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    145,    143,    98%,    1641531475.183163,    1641531656.56395,    181.38078808784485,    144,    252,    189,    189,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    215,    207,    96%,    1641531656.564179,    1641531957.112376,    300.548198223114,    214,    220,    165,    165,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    383,    376,    98%,    1641531957.112642,    1641532407.554694,    450.44205379486084,    381,    267,    200,    200,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    585,    579,    98%,    1641532407.555001,    1641533007.701298,    600.1462979316711,    583,    308,    231,    231,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    1136,    1120,    98%,    1641533007.703309,    1641534211.402297,    1203.698989868164,    1132,    297,    223,    223,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    1,    0,    0%,    1641534211.402561,    1641534244.597355,    33.194796085357666,    0,    0,    0,    0,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    35,    34,    97%,    1641534244.597569,    1641534304.9535701,    60.35600209236145,    34,    180,    135,    135,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    85,    83,    97%,    1641534304.9537978,    1641534395.2123678,    90.25857210159302,    84,    294,    220,    220,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    74,    71,    95%,    1641534395.212586,    1641534515.38173,    120.1691460609436,    73,    189,    141,    141,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    141,    137,    97%,    1641534515.3820312,    1641534665.996672,    150.61464285850525,    140,    291,    218,    218,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    186,    183,    98%,    1641534665.996903,    1641534846.518177,    180.52127504348755,    185,    324,    243,    243,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    267,    262,    98%,    1641534846.5209012,    1641535147.0665998,    300.5457007884979,    266,    278,    209,    209,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    450,    447,    99%,    1641535147.066837,    1641535597.410113,    450.3432779312134,    448,    317,    238,    238,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    592,    586,    98%,    1641535597.410395,    1641536197.544411,    600.1340169906616,    590,    312,    234,    234,    95
24,    24,    256,    0.003,    333b/s,    35000,    11200000,    1156,    1149,    99%,    1641536197.544721,    1641537399.121048,    1201.5763292312622,    1152,    305,    229,    229,    95









